Ad Name,Ad Set,Campaign,Reporting Starts,Reporting Ends,Impressions,Link Clicks,Amount Spent (USD),3-Second Video Views,Video Watches at 100%,Video Watches at 50%
Real Cooking - Walmart,Real Cooking - F 5-7 - Movies,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,3,0,0.01,0,0,0
Real Cooking - Walmart,Real Cooking - F 5-7 - TV Shows,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,730,1,7.29,21,5,17
Real Cooking - Amazon,Real Cooking - F 5-7 - Music,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,384,0,4.56,16,4,11
Real Cooking - Amazon,Real Cooking - F 5-7 - TV Shows,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,1606,2,19.96,58,16,37
Real Cooking - Amazon,Real Cooking - F 5-7 - Toys,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,1,0,0,0,0,0
Real Cooking - Amazon,Real Cooking - F 5-7 - YouTube,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,41,0,0.43,4,1,2
Real Cooking - Amazon,Real Cooking - F 5-7 - Movies,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,20,0,0.03,1,0,1
Real Cooking - Amazon,Real Cooking - F 8-12 - TV Shows,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,1,0,0.01,0,0,0
Real Cooking - Amazon,Real Cooking - F 8-12 - Games,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,849,1,10.56,37,9,28
Real Cooking - Amazon,Real Cooking - F 8-12 - Movies,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,48,0,0.7,1,0,1
Real Cooking - Amazon,Real Cooking - F 8-12 - YouTube,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,1,0,0.02,0,0,0
Real Cooking - Amazon,Real Cooking - F 8-12 - Toys,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,27,0,0.39,0,0,0
Real Cooking - Amazon,Real Cooking - F 8-12 - Music,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,216,0,2.41,10,4,6
Real Cooking - Amazon,Real Cooking - F 5-7 - Games,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,2712,3,34.87,111,36,81
Real Cooking - Walmart,Real Cooking - F 8-12 - YouTube,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,327,2,2.87,25,18,24
Real Cooking - Walmart,Real Cooking - F 8-12 - Movies,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,4307,8,36.87,307,83,190
Real Cooking - Walmart,Real Cooking - F 5-7 - Toys,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,9,0,0.04,0,0,0
Real Cooking - Walmart,Real Cooking - F 8-12 - Toys,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,175,0,1.35,12,9,12
Real Cooking - Walmart,Real Cooking - F 5-7 - Music,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,3387,18,25.01,199,67,129
Real Cooking - Walmart,Real Cooking - F 5-7 - TV Shows,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,3235,3,27.61,198,43,116
Real Cooking - Walmart,Real Cooking - F 5-7 - Games,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,12,0,0.2,1,1,1
Real Cooking - Walmart,Real Cooking - F 5-7 - YouTube,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,800,2,6.06,51,18,30
Real Cooking - Walmart,Real Cooking - F 8-12 - TV Shows,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,31,0,0.37,1,1,1
Real Cooking - Walmart,Real Cooking - F 8-12 - Music,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,459,0,4.82,38,4,19
Real Cooking - Walmart,Real Cooking - F 8-12 - Games,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,3038,7,29.49,278,61,143
Real Cooking - Walmart,Real Cooking - F 5-7 - Movies,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,77,0,0.27,8,5,6
Real Cooking - Toys R Us,Real Cooking - F 5-7 - Toys,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,10,0,0.06,1,0,1
Real Cooking - Toys R Us,Real Cooking - F 8-12 - Movies,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,500,1,4.33,33,10,25
Real Cooking - Toys R Us,Real Cooking - F 8-12 - Toys,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,361,0,2.98,36,10,25
Real Cooking - Toys R Us,Real Cooking - F 8-12 - YouTube,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,1536,2,11.08,98,35,69
Real Cooking - Toys R Us,Real Cooking - F 5-7 - TV Shows,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,119,0,1.02,12,4,6
Real Cooking - Toys R Us,Real Cooking - F 8-12 - TV Shows,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,24,0,0.24,1,0,0
Real Cooking - Toys R Us,Real Cooking - F 5-7 - Games,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,3544,16,31.87,273,71,158
Real Cooking - Toys R Us,Real Cooking - F 5-7 - Music,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,67,0,0.8,11,4,7
Real Cooking - Toys R Us,Real Cooking - F 5-7 - YouTube,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,48,0,0.45,4,2,4
Real Cooking - Toys R Us,Real Cooking - F 8-12 - Music,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,2596,7,19.36,131,69,109
Real Cooking - Toys R Us,Real Cooking - F 8-12 - Games,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,43,0,0.44,1,1,1
Real Cooking - Toys R Us,Real Cooking - F 5-7 - Movies,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,21,0,0.08,2,2,2
Real Cooking - Target,Real Cooking - F 8-12 - YouTube,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,3519,17,32.02,240,79,168
Real Cooking - Target,Real Cooking - F 5-7 - Toys,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,20,0,0.15,3,1,2
Real Cooking - Target,Real Cooking - F 8-12 - Toys,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,106,0,1.24,11,4,7
Real Cooking - Target,Real Cooking - F 8-12 - Movies,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,842,5,7.48,51,21,35
Real Cooking - Target,Real Cooking - F 5-7 - Games,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,895,6,7.58,66,28,42
Real Cooking - Target,Real Cooking - F 5-7 - Music,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,660,1,4.7,35,18,25
Real Cooking - Target,Real Cooking - F 5-7 - TV Shows,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,1561,5,12.94,107,28,77
Real Cooking - Target,Real Cooking - F 5-7 - YouTube,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,3301,8,26.26,238,71,157
Real Cooking - Target,Real Cooking - F 8-12 - TV Shows,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,5082,14,37.89,305,80,188
Real Cooking - Target,Real Cooking - F 8-12 - Games,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,224,2,2.02,19,7,12
Real Cooking - Target,Real Cooking - F 8-12 - Music,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,204,1,3.03,27,12,23
Real Cooking - Target,Real Cooking - F 5-7 - Movies,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,39,0,0.14,3,1,2
Real Cooking - Amazon,Real Cooking - F 5-7 - YouTube,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,1434,4,10.82,94,26,57
Real Cooking - Amazon,Real Cooking - F 5-7 - TV Shows,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,783,2,6.86,43,12,27
Real Cooking - Amazon,Real Cooking - F 8-12 - Movies,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,276,1,3.29,22,11,16
Real Cooking - Amazon,Real Cooking - F 5-7 - Movies,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,31,0,0.09,1,0,0
Real Cooking - Amazon,Real Cooking - F 8-12 - YouTube,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,28,0,0.31,2,0,1
Real Cooking - Amazon,Real Cooking - F 5-7 - Games,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,1412,6,9,83,28,57
Real Cooking - Amazon,Real Cooking - F 8-12 - Toys,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,3632,18,25.62,239,77,154
Real Cooking - Amazon,Real Cooking - F 8-12 - Music,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,1117,2,13.94,116,37,78
Real Cooking - Amazon,Real Cooking - F 5-7 - Music,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,47,0,0.4,0,0,0
Real Cooking - Amazon,Real Cooking - F 8-12 - TV Shows,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,127,1,1.16,6,2,4
Real Cooking - Amazon,Real Cooking - F 8-12 - Games,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,715,0,5.92,51,24,35
Real Cooking - Amazon,Real Cooking - F 5-7 - Toys,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,1658,3,6.44,85,44,69
Chocolate Pen,Real Cooking - F 8-12 - Gifts,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,120,0,2.16,6,1,4
Chocolate Pen - Amazon,Real Cooking - F 8-12 - Gifts,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,969,1,17.92,34,6,16
Chocolate Pen - Target,Real Cooking - F 8-12 - Gifts,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,2116,2,35.97,56,18,35
Chocolate Pen - Walmart,Real Cooking - F 8-12 - Gifts,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,413,0,7.34,17,2,10
Chocolate Pen - Toys R Us,Real Cooking - F 8-12 - Gifts,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,2548,4,49.6,86,22,61
Chocolate Pen - Toys R Us,Real Cooking - F 8-12 - Music,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,1930,3,23.1,84,19,59
Chocolate Pen - Toys R Us,Real Cooking - F 8-12 - TV Shows,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,54,0,0.68,1,0,0
Chocolate Pen - Toys R Us,Real Cooking - F 8-12 - Movies,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,1074,0,13.53,53,18,37
Chocolate Pen - Toys R Us,Real Cooking - F 5-7 - TV Shows,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,1238,0,14.6,40,11,26
Chocolate Pen - Target,Real Cooking - F 8-12 - Music,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,5964,6,70.47,251,73,179
Chocolate Pen - Target,Real Cooking - F 8-12 - Movies,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,655,0,7.95,20,6,10
Chocolate Pen - Target,Real Cooking - F 8-12 - TV Shows,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,30,0,0.31,2,1,2
Chocolate Pen - Target,Real Cooking - F 5-7 - TV Shows,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,500,0,5.21,15,4,10
Chocolate Pen - Walmart,Real Cooking - F 8-12 - Music,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,939,0,12.49,54,13,33
Chocolate Pen - Walmart,Real Cooking - F 8-12 - Movies,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,7799,7,85.92,270,75,181
Chocolate Pen - Walmart,Real Cooking - F 8-12 - TV Shows,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,20,0,0.18,0,0,0
Chocolate Pen - Walmart,Real Cooking - F 5-7 - TV Shows,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,4989,3,49.85,177,46,116
Chocolate Pen - Amazon,Real Cooking - F 5-7 - TV Shows,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,2638,3,31.6,131,30,84
Chocolate Pen - Amazon,Real Cooking - F 8-12 - Movies,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,207,0,2.01,4,1,2
Chocolate Pen - Amazon,Real Cooking - F 8-12 - TV Shows,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,11329,17,127.61,415,111,295
Chocolate Pen - Amazon,Real Cooking - F 8-12 - Music,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,441,1,4.57,21,4,14
Chocolate Pen,Real Cooking - F 5-7 - Gifts,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,169,0,2.93,5,0,1
Chocolate Pen - Walmart,Real Cooking - F 5-7 - Gifts,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,433,0,7.52,15,2,6
Chocolate Pen - Amazon,Real Cooking - F 5-7 - Gifts,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,3868,5,63.25,127,26,83
Chocolate Pen - Target,Real Cooking - F 5-7 - Gifts,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,1252,2,22.82,43,10,28
Chocolate Pen - Toys R Us,Real Cooking - F 5-7 - Gifts,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,899,1,15.83,44,19,32
Chocolate Pen - Toys R Us,Real Cooking - F 8-12 - YouTube,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,5286,5,59.58,208,62,151
Chocolate Pen - Toys R Us,Real Cooking - F 5-7 - Movies,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,10785,17,30.51,600,169,459
Chocolate Pen - Toys R Us,Real Cooking - F 5-7 - YouTube,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,3095,2,30.01,112,26,72
Chocolate Pen - Toys R Us,Real Cooking - F 5-7 - Toys,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,204,1,0.37,4,1,2
Chocolate Pen - Toys R Us,Real Cooking - F 8-12 - Toys,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,470,0,5.56,21,6,13
Chocolate Pen - Target,Real Cooking - F 8-12 - YouTube,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,50,0,0.48,1,0,1
Chocolate Pen - Target,Real Cooking - F 5-7 - YouTube,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,1457,1,15.67,59,18,43
Chocolate Pen - Target,Real Cooking - F 5-7 - Movies,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,6991,13,19.28,403,128,314
Chocolate Pen - Target,Real Cooking - F 5-7 - Toys,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,3739,8,16.02,222,59,166
Chocolate Pen - Target,Real Cooking - F 8-12 - Toys,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,3556,3,41.97,159,40,105
Chocolate Pen - Walmart,Real Cooking - F 8-12 - YouTube,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,1450,2,15.73,56,18,35
Chocolate Pen - Walmart,Real Cooking - F 5-7 - Movies,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,205,0,0.27,5,3,4
Chocolate Pen - Walmart,Real Cooking - F 5-7 - YouTube,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,215,0,1.77,5,2,2
Chocolate Pen - Walmart,Real Cooking - F 8-12 - Toys,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,6388,5,69.78,257,70,170
Chocolate Pen - Walmart,Real Cooking - F 5-7 - Toys,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,24413,41,101.58,1405,410,1077
Chocolate Pen - Amazon,Real Cooking - F 5-7 - Toys,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,303,0,0.92,11,3,8
Chocolate Pen - Amazon,Real Cooking - F 5-7 - Movies,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,20505,31,69.61,1464,429,1209
Chocolate Pen - Amazon,Real Cooking - F 5-7 - YouTube,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,3950,4,44.34,168,42,117
Chocolate Pen - Amazon,Real Cooking - F 8-12 - Toys,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,395,1,3.48,10,4,7
Chocolate Pen - Amazon,Real Cooking - F 8-12 - YouTube,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,5908,6,52.9,174,44,116
Chocolate Pen - Toys R Us,Real Cooking - F 5-7 - Music,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,467,1,4.84,13,2,9
Chocolate Pen - Toys R Us,Real Cooking - F 5-7 - Games,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,3596,3,35.61,131,30,91
Chocolate Pen - Toys R Us,Real Cooking - F 8-12 - Games,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,6941,4,65,176,45,119
Chocolate Pen - Target,Real Cooking - F 5-7 - Music,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,5884,10,56.06,183,46,119
Chocolate Pen - Target,Real Cooking - F 5-7 - Games,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,1741,1,19.7,89,25,60
Chocolate Pen - Target,Real Cooking - F 8-12 - Games,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,1052,0,12.76,40,14,27
Chocolate Pen - Walmart,Real Cooking - F 5-7 - Music,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,3728,4,36.43,122,31,82
Chocolate Pen - Walmart,Real Cooking - F 8-12 - Games,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,3471,5,38.22,130,38,84
Chocolate Pen - Walmart,Real Cooking - F 5-7 - Games,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,3007,2,33.26,125,27,75
Chocolate Pen - Amazon,Real Cooking - F 5-7 - Music,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,4122,4,47.16,171,45,124
Chocolate Pen - Amazon,Real Cooking - F 8-12 - Games,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,69,0,0.79,4,1,1
Chocolate Pen - Amazon,Real Cooking - F 5-7 - Games,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,381,1,3.46,13,2,9
Chocolate Pen - Walmart,Real Cooking - F 8-12 - Music,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,3240,3,18.53,138,39,97
Chocolate Pen - Walmart,Real Cooking - F 8-12 - Movies,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,3147,8,28.53,206,78,136
Chocolate Pen - Walmart,Real Cooking - F 5-7 - Music,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,2610,6,26.33,173,39,97
Chocolate Pen - Toys R Us,Real Cooking - F 8-12 - Music,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,2160,4,15.84,130,41,85
Chocolate Pen - Toys R Us,Real Cooking - F 8-12 - Movies,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,1971,6,10.76,81,24,61
Chocolate Pen - Toys R Us,Real Cooking - F 5-7 - Music,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,1271,1,12.59,115,56,95
Chocolate Pen - Target,Real Cooking - F 8-12 - Music,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,1124,3,10.24,75,27,54
Chocolate Pen - Target,Real Cooking - F 8-12 - Movies,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,877,0,8.27,64,17,33
Chocolate Pen - Target,Real Cooking - F 5-7 - Music,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,1269,2,11.02,74,20,45
Chocolate Pen - Amazon,Real Cooking - F 8-12 - Movies,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,13201,32,101.62,776,209,504
Chocolate Pen - Amazon,Real Cooking - F 5-7 - Music,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,5868,11,44.02,375,133,251
Chocolate Pen - Amazon,Real Cooking - F 8-12 - Music,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,19258,40,117.94,1000,278,619
Chocolate Pen,Real Cooking - F 5-7 - Gifts,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,1404,0,17.16,103,33,67
Chocolate Pen - Amazon,Real Cooking - F 5-7 - Gifts,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,1869,4,26.45,144,47,100
Chocolate Pen - Target,Real Cooking - F 5-7 - Gifts,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,490,2,6.5,33,14,25
Chocolate Pen,Real Cooking - F 8-12 - Gifts,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,9274,0,109.09,593,161,368
Chocolate Pen - Toys R Us,Real Cooking - F 5-7 - Gifts,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,5794,11,70.14,334,75,211
Chocolate Pen - Walmart,Real Cooking - F 5-7 - Gifts,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,3320,3,37.47,178,66,131
Chocolate Pen - Amazon,Real Cooking - F 8-12 - Gifts,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,976,1,15.36,56,20,44
Chocolate Pen - Target,Real Cooking - F 8-12 - Gifts,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,532,1,7.3,38,18,29
Chocolate Pen - Toys R Us,Real Cooking - F 8-12 - Gifts,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,1834,5,20.81,101,29,59
Chocolate Pen - Walmart,Real Cooking - F 8-12 - Gifts,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,999,4,12,53,17,34
Chocolate Pen - Walmart,Real Cooking - F 8-12 - Toys,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,731,2,4.85,38,11,24
Chocolate Pen - Walmart,Real Cooking - F 5-7 - TV Shows,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,1394,5,11.37,87,31,68
Chocolate Pen - Walmart,Real Cooking - F 8-12 - Games,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,11811,24,59.19,538,221,411
Chocolate Pen - Walmart,Real Cooking - F 5-7 - YouTube,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,371,1,2.72,21,4,12
Chocolate Pen - Toys R Us,Real Cooking - F 8-12 - Toys,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,3387,14,30.33,275,83,187
Chocolate Pen - Toys R Us,Real Cooking - F 5-7 - TV Shows,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,16043,36,137.38,1068,272,627
Chocolate Pen - Toys R Us,Real Cooking - F 8-12 - Games,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,12202,29,90.81,700,202,430
Chocolate Pen - Toys R Us,Real Cooking - F 5-7 - YouTube,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,10501,19,59.98,535,197,370
Chocolate Pen - Target,Real Cooking - F 8-12 - Toys,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,2542,9,19.05,159,51,108
Chocolate Pen - Target,Real Cooking - F 5-7 - TV Shows,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,98,0,1.29,8,3,5
Chocolate Pen - Target,Real Cooking - F 5-7 - YouTube,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,9890,18,76.26,600,154,371
Chocolate Pen - Target,Real Cooking - F 8-12 - Games,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,852,3,6.62,62,18,44
Chocolate Pen - Amazon,Real Cooking - F 5-7 - TV Shows,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,575,4,3.74,30,10,23
Chocolate Pen - Amazon,Real Cooking - F 5-7 - YouTube,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,2343,8,17.59,159,74,124
Chocolate Pen - Amazon,Real Cooking - F 8-12 - Toys,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,20587,46,109.76,1130,426,871
Chocolate Pen - Amazon,Real Cooking - F 8-12 - Games,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,1378,2,6.67,51,17,41
Chocolate Pen - Walmart,Real Cooking - F 5-7 - Games,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,8447,12,53.96,436,167,309
Chocolate Pen - Walmart,Real Cooking - F 5-7 - Toys,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,58033,159,192.77,3211,1215,2557
Chocolate Pen - Walmart,Real Cooking - F 8-12 - TV Shows,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,4157,5,24.13,187,67,123
Chocolate Pen - Walmart,Real Cooking - F 8-12 - YouTube,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,306,0,3.26,29,15,25
Chocolate Pen - Walmart,Real Cooking - F 5-7 - Movies,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,464,0,1.25,35,11,23
Chocolate Pen - Toys R Us,Real Cooking - F 5-7 - Toys,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,1043,2,5.13,65,16,48
Chocolate Pen - Toys R Us,Real Cooking - F 8-12 - TV Shows,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,10459,23,75.01,572,180,370
Chocolate Pen - Toys R Us,Real Cooking - F 5-7 - Games,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,4567,12,29.07,214,55,143
Chocolate Pen - Toys R Us,Real Cooking - F 5-7 - Movies,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,85291,208,261.54,7724,2624,6365
Chocolate Pen - Toys R Us,Real Cooking - F 8-12 - YouTube,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,11661,45,95.72,792,228,494
Chocolate Pen - Target,Real Cooking - F 8-12 - TV Shows,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,409,2,3.27,12,1,9
Chocolate Pen - Target,Real Cooking - F 5-7 - Games,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,931,0,8.47,60,14,40
Chocolate Pen - Target,Real Cooking - F 5-7 - Toys,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,1180,3,3.68,46,19,38
Chocolate Pen - Target,Real Cooking - F 5-7 - Movies,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,1672,12,6.98,151,47,109
Chocolate Pen - Target,Real Cooking - F 8-12 - YouTube,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,2378,2,18.79,136,35,90
Chocolate Pen - Amazon,Real Cooking - F 5-7 - Movies,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,92,0,0.41,7,3,5
Chocolate Pen - Amazon,Real Cooking - F 5-7 - Games,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,7681,15,57.71,410,96,251
Chocolate Pen - Amazon,Real Cooking - F 8-12 - TV Shows,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,11890,23,60.25,589,181,385
Chocolate Pen - Amazon,Real Cooking - F 5-7 - Toys,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,38661,97,119.6,2053,738,1560
Chocolate Pen - Amazon,Real Cooking - F 8-12 - YouTube,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,4969,7,35.48,288,115,210
Video- US - M 18-45 - Music - V2400HD - Target,Video- US - M 18-45 - Music,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,4059,10,19.76,396,99,300
Video- US - M 18-45 - Music - V2400HD - Walmart,Video- US - M 18-45 - Music,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,240,0,0.9,18,5,13
